t,T,s,i,o,c,h,l,v,n
1741179600000,1741183199999,HYPE,1h,17.528,17.23,17.557,17.178,287064.01,7695
1741183200000,1741186799999,HYPE,1h,17.229,16.982,17.3,16.756,746859.63,12185
1741186800000,1741190399999,HYPE,1h,16.975,16.848,17.229,16.804,303103.63,7731
1741190400000,1741193999999,HYPE,1h,16.849,16.714,16.897,16.321,760228.22,13168
1741194000000,1741197599999,HYPE,1h,16.705,16.826,16.999,16.57,391964.26,9891
1741197600000,1741201199999,HYPE,1h,16.833,17.061,17.108,16.704,227771.89,7337
1741201200000,1741204799999,HYPE,1h,17.065,17.258,17.274,16.966,220279.15,6366
1741204800000,1741208399999,HYPE,1h,17.258,17.245,17.451,17.176,254486.45,6991
1741208400000,1741211999999,HYPE,1h,17.241,17.193,17.319,17.019,268428.52,5820
1741212000000,1741215599999,HYPE,1h,17.197,17.129,17.261,16.9,273679.61,6148
1741215600000,1741219199999,HYPE,1h,17.13,17.187,17.273,17.004,148720.08,3816
1741219200000,1741222799999,HYPE,1h,17.187,16.824,17.231,16.822,243239.39,5236
1741222800000,1741226399999,HYPE,1h,16.822,16.947,17.249,16.697,290616.12,8058
1741226400000,1741229999999,HYPE,1h,16.944,17.24,17.349,16.918,159800.9,5376
1741230000000,1741233599999,HYPE,1h,17.241,17.177,17.4,17.05,153264.34,4127
1741233600000,1741237199999,HYPE,1h,17.18,17.446,17.496,17.164,296136.01,6871
1741237200000,1741240799999,HYPE,1h,17.449,17.293,17.583,17.1,384167.71,7195
1741240800000,1741244399999,HYPE,1h,17.29,16.887,17.332,16.787,451181.06,8666
1741244400000,1741247999999,HYPE,1h,16.892,16.754,16.957,16.743,140908.52,3306
1741248000000,1741251599999,HYPE,1h,16.754,17.09,17.252,16.721,267316.42,6005
1741251600000,1741255199999,HYPE,1h,17.084,16.932,17.127,16.889,176876.75,4658
1741255200000,1741258799999,HYPE,1h,16.93,17.198,17.292,16.859,282154.83,5738
1741258800000,1741262399999,HYPE,1h,17.191,17.029,17.294,17.008,223245.64,4474
1741262400000,1741265999999,HYPE,1h,17.029,16.759,17.07,16.6,360009.67,7814
1741266000000,1741269599999,HYPE,1h,16.76,16.304,16.794,16.161,445664.69,8370
1741269600000,1741273199999,HYPE,1h,16.298,16.111,16.338,15.861,914164.9,15171
1741273200000,1741276799999,HYPE,1h,16.111,16.129,16.438,16.084,458588.74,8462
1741276800000,1741280399999,HYPE,1h,16.129,15.941,16.221,15.85,520752.47,10588
1741280400000,1741283999999,HYPE,1h,15.946,15.9,16.009,15.619,796609.61,14370
1741284000000,1741287599999,HYPE,1h,15.9,15.306,15.901,15.293,961108.93,14987
1741287600000,1741291199999,HYPE,1h,15.31,15.333,15.645,14.997,2038931.7,27430
1741291200000,1741294799999,HYPE,1h,15.339,15.359,15.693,15.11,716795.83,12346
1741294800000,1741298399999,HYPE,1h,15.362,15.244,15.566,15.142,438482.36,11156
1741298400000,1741301999999,HYPE,1h,15.251,15.409,15.595,15.237,572175.97,12708
1741302000000,1741305599999,HYPE,1h,15.406,15.387,15.692,15.321,363043.33,8888
1741305600000,1741309199999,HYPE,1h,15.389,14.905,15.594,14.612,1711193.92,22788
1741309200000,1741312799999,HYPE,1h,14.9,15.878,16.384,14.845,2502067.6,30632
1741312800000,1741316399999,HYPE,1h,15.879,15.946,16.464,15.759,920135.09,14672
1741316400000,1741319999999,HYPE,1h,15.947,15.723,16.1,15.5,390857.81,7628
1741320000000,1741323599999,HYPE,1h,15.723,15.704,15.793,15.5,254046.45,4767
1741323600000,1741327199999,HYPE,1h,15.703,16.056,16.143,15.689,362538.79,6270
1741327200000,1741330799999,HYPE,1h,16.056,16.117,16.175,15.855,233497.56,4707
1741330800000,1741334399999,HYPE,1h,16.117,16.311,16.312,16.05,243331.66,4610
1741334400000,1741337999999,HYPE,1h,16.312,15.957,16.327,15.8,268034.4,6497
1741338000000,1741341599999,HYPE,1h,15.953,16.044,16.184,15.927,177019.33,5333
1741341600000,1741345199999,HYPE,1h,16.044,15.848,16.046,15.72,287279.16,6610
1741345200000,1741348799999,HYPE,1h,15.847,15.852,15.886,15.66,187763.96,5109
1741348800000,1741352399999,HYPE,1h,15.851,15.674,16.083,15.641,442506.18,8930
1741352400000,1741355999999,HYPE,1h,15.67,15.816,16.096,15.608,551204.74,12029
1741356000000,1741359599999,HYPE,1h,15.816,15.986,16.218,15.313,1045690.09,16490
1741359600000,1741363199999,HYPE,1h,15.987,15.547,16.293,15.431,1011652.66,13752
1741363200000,1741366799999,HYPE,1h,15.549,15.337,15.678,15.174,469946.6,10024
1741366800000,1741370399999,HYPE,1h,15.33,15.552,15.757,15.118,564506.36,10060
1741370400000,1741373999999,HYPE,1h,15.54,15.912,15.982,15.492,327609.19,7537
1741374000000,1741377599999,HYPE,1h,15.912,15.777,15.969,15.687,342312.99,7690
1741377600000,1741381199999,HYPE,1h,15.777,15.617,16.005,15.435,316726.98,7739
1741381200000,1741384799999,HYPE,1h,15.623,15.625,15.833,15.187,628241.58,12073
1741384800000,1741388399999,HYPE,1h,15.624,15.401,15.746,15.4,204837.01,6094
1741388400000,1741391999999,HYPE,1h,15.401,15.128,15.447,15.025,362671.86,7514
1741392000000,1741395599999,HYPE,1h,15.133,15.829,15.857,15.054,413920.04,9303
1741395600000,1741399199999,HYPE,1h,15.836,15.391,15.899,15.269,462017.18,9963
1741399200000,1741402799999,HYPE,1h,15.388,15.473,15.597,15.354,163424.44,4487
1741402800000,1741406399999,HYPE,1h,15.472,15.416,15.483,15.312,89749.63,3183
1741406400000,1741409999999,HYPE,1h,15.416,15.652,15.72,15.32,157223.99,4820
1741410000000,1741413599999,HYPE,1h,15.653,15.569,15.666,15.481,110291.0,4056
1741413600000,1741417199999,HYPE,1h,15.569,15.847,15.863,15.45,188312.25,5667
1741417200000,1741420799999,HYPE,1h,15.847,15.97,16.026,15.758,170629.16,4212
1741420800000,1741424399999,HYPE,1h,15.969,15.866,16.005,15.771,142106.37,3803
1741424400000,1741427999999,HYPE,1h,15.864,15.718,15.932,15.626,99096.15,3285
1741428000000,1741431599999,HYPE,1h,15.72,15.975,16.001,15.682,135355.15,4213
1741431600000,1741435199999,HYPE,1h,15.975,15.6,15.976,15.559,166423.09,4636
1741435200000,1741438799999,HYPE,1h,15.598,15.721,15.747,15.37,193526.78,4609
1741438800000,1741442399999,HYPE,1h,15.72,15.918,15.941,15.7,121499.89,3454
1741442400000,1741445999999,HYPE,1h,15.918,15.847,16.041,15.78,177814.27,4148
1741446000000,1741449599999,HYPE,1h,15.846,15.966,16.089,15.711,244789.39,5127
1741449600000,1741453199999,HYPE,1h,15.963,15.849,15.98,15.647,237016.84,5025
1741453200000,1741456799999,HYPE,1h,15.85,15.658,15.854,15.64,143018.45,4295
1741456800000,1741460399999,HYPE,1h,15.658,15.504,15.682,15.477,195172.44,4112
1741460400000,1741463999999,HYPE,1h,15.501,15.792,15.794,15.473,156685.49,4455
1741464000000,1741467599999,HYPE,1h,15.792,15.635,15.792,15.626,79373.41,2541
1741467600000,1741471199999,HYPE,1h,15.634,15.476,15.793,15.476,125399.76,3577
1741471200000,1741474799999,HYPE,1h,15.476,15.218,15.476,15.166,289440.38,6051
1741474800000,1741478399999,HYPE,1h,15.217,15.122,15.356,15.023,342012.33,7247
1741478400000,1741481999999,HYPE,1h,15.122,15.403,15.403,15.048,209416.6,5186
1741482000000,1741485599999,HYPE,1h,15.403,15.353,15.5,15.316,80933.01,3004
1741485600000,1741489199999,HYPE,1h,15.357,15.325,15.462,15.297,138714.56,2748
1741489200000,1741492799999,HYPE,1h,15.324,15.49,15.498,15.276,85126.36,3413
1741492800000,1741496399999,HYPE,1h,15.49,15.543,15.582,15.4,96725.93,2963
1741496400000,1741499999999,HYPE,1h,15.542,15.357,15.565,15.325,102890.65,2946
1741500000000,1741503599999,HYPE,1h,15.356,15.343,15.416,15.19,214169.56,3862
1741503600000,1741507199999,HYPE,1h,15.343,15.274,15.42,15.245,61651.34,1999
1741507200000,1741510799999,HYPE,1h,15.273,15.122,15.276,15.122,107584.22,3008
1741510800000,1741514399999,HYPE,1h,15.123,15.202,15.249,15.081,114471.42,2976
1741514400000,1741517999999,HYPE,1h,15.203,15.002,15.306,15.0,230338.06,4766
1741518000000,1741521599999,HYPE,1h,15.002,14.94,15.042,14.823,351956.84,6009
1741521600000,1741525199999,HYPE,1h,14.941,14.766,14.958,14.699,460683.29,7427
1741525200000,1741528799999,HYPE,1h,14.769,14.513,14.858,14.51,592170.75,8078
1741528800000,1741532399999,HYPE,1h,14.512,15.048,15.189,14.506,1047914.18,14947
1741532400000,1741535999999,HYPE,1h,15.048,14.874,15.24,14.856,418610.67,8622
1741536000000,1741539599999,HYPE,1h,14.871,14.641,15.126,14.55,532780.43,10100
1741539600000,1741543199999,HYPE,1h,14.633,14.516,14.79,14.5,486163.79,8583
1741543200000,1741546799999,HYPE,1h,14.509,14.665,14.848,14.4,917535.5,12617
1741546800000,1741550399999,HYPE,1h,14.667,15.053,15.054,14.6,501339.08,8716
1741550400000,1741553999999,HYPE,1h,15.052,15.074,15.208,14.943,337003.12,6969
1741554000000,1741557599999,HYPE,1h,15.077,14.57,15.081,14.553,418241.9,7749
1741557600000,1741561199999,HYPE,1h,14.571,14.288,14.739,14.234,1005101.97,14193
1741561200000,1741564799999,HYPE,1h,14.286,14.435,14.546,14.234,367484.99,7007
1741564800000,1741568399999,HYPE,1h,14.441,14.657,14.699,14.181,499872.96,8979
1741568400000,1741571999999,HYPE,1h,14.652,14.902,15.0,14.607,445933.76,9168
1741572000000,1741575599999,HYPE,1h,14.902,14.831,15.1,14.758,359835.29,8010
1741575600000,1741579199999,HYPE,1h,14.829,14.968,14.979,14.75,117904.49,2992
1741579200000,1741582799999,HYPE,1h,14.968,15.015,15.099,14.912,254046.8,6495
1741582800000,1741586399999,HYPE,1h,15.013,14.673,15.058,14.591,274698.75,6687
1741586400000,1741589999999,HYPE,1h,14.674,14.569,14.699,14.392,260768.69,6000
1741590000000,1741593599999,HYPE,1h,14.57,14.688,14.709,14.557,108563.11,3558
1741593600000,1741597199999,HYPE,1h,14.691,14.401,14.697,14.262,245330.96,6924
1741597200000,1741600799999,HYPE,1h,14.4,14.774,14.938,14.399,444727.18,8422
1741600800000,1741604399999,HYPE,1h,14.778,14.769,14.843,14.463,330398.7,6657
1741604400000,1741607999999,HYPE,1h,14.768,15.128,15.164,14.64,405778.72,7388
1741608000000,1741611599999,HYPE,1h,15.149,15.055,15.384,14.889,651702.28,10411
1741611600000,1741615199999,HYPE,1h,15.054,14.808,15.162,14.753,488456.21,8748
1741615200000,1741618799999,HYPE,1h,14.812,14.345,14.812,14.24,880361.88,15727
1741618800000,1741622399999,HYPE,1h,14.342,14.303,14.595,14.109,923347.54,15372
1741622400000,1741625999999,HYPE,1h,14.301,14.08,14.325,14.056,617374.92,8519
1741626000000,1741629599999,HYPE,1h,14.08,13.623,14.096,13.54,2005433.99,20037
1741629600000,1741633199999,HYPE,1h,13.616,13.26,13.853,13.25,1282444.53,16573
1741633200000,1741636799999,HYPE,1h,13.251,14.043,14.046,13.25,1004838.24,17217
1741636800000,1741640399999,HYPE,1h,14.034,13.96,14.295,13.81,656642.4,12885
1741640400000,1741643999999,HYPE,1h,13.954,13.962,14.242,13.855,405205.24,7752
1741644000000,1741647599999,HYPE,1h,13.964,13.796,14.036,13.636,337245.04,6911
1741647600000,1741651199999,HYPE,1h,13.79,13.465,13.872,13.449,562986.2,8892
1741651200000,1741654799999,HYPE,1h,13.473,13.28,13.748,13.0,1345041.13,19114
1741654800000,1741658399999,HYPE,1h,13.284,13.73,13.748,13.186,1080374.11,18787
1741658400000,1741661999999,HYPE,1h,13.73,13.91,14.068,13.713,846696.13,14608
1741662000000,1741665599999,HYPE,1h,13.906,13.926,14.081,13.823,263135.45,6693
1741665600000,1741669199999,HYPE,1h,13.927,13.932,14.115,13.853,213388.5,4870
1741669200000,1741672799999,HYPE,1h,13.923,14.24,14.241,13.923,249488.67,5140
1741672800000,1741676399999,HYPE,1h,14.232,14.139,14.347,14.05,230083.54,5389
1741676400000,1741679999999,HYPE,1h,14.151,14.285,14.39,14.148,210488.84,6254
1741680000000,1741683599999,HYPE,1h,14.285,14.486,14.589,14.243,386822.95,6615
1741683600000,1741687199999,HYPE,1h,14.482,14.395,14.648,14.343,374611.65,7290
1741687200000,1741690799999,HYPE,1h,14.403,14.452,14.569,14.154,333578.24,9198
1741690800000,1741694399999,HYPE,1h,14.451,14.36,14.488,14.211,453622.67,9753
1741694400000,1741697999999,HYPE,1h,14.36,14.146,14.429,14.079,299008.72,7885
1741698000000,1741701599999,HYPE,1h,14.145,13.964,14.309,13.89,617725.47,10407
1741701600000,1741705199999,HYPE,1h,13.962,13.649,14.142,13.433,856786.85,12341
1741705200000,1741708799999,HYPE,1h,13.647,14.331,14.366,13.611,722562.31,11471
1741708800000,1741712399999,HYPE,1h,14.336,14.309,14.485,14.183,529686.62,7815
1741712400000,1741715999999,HYPE,1h,14.31,13.948,14.325,13.726,604777.67,9838
1741716000000,1741719599999,HYPE,1h,13.949,14.718,14.729,13.946,853934.29,12401
1741719600000,1741723199999,HYPE,1h,14.718,14.3,14.755,14.2,673862.07,11321
1741723200000,1741726799999,HYPE,1h,14.3,14.041,14.352,13.974,440587.6,6686
1741726800000,1741730399999,HYPE,1h,14.042,13.85,14.194,13.797,368390.59,6550
1741730400000,1741733999999,HYPE,1h,13.849,13.884,13.906,13.617,428744.05,7307
1741734000000,1741737599999,HYPE,1h,13.892,13.795,13.96,13.691,187811.07,4512
1741737600000,1741741199999,HYPE,1h,13.781,13.877,13.947,13.702,188359.85,4632
1741741200000,1741744799999,HYPE,1h,13.876,14.033,14.135,13.855,213303.47,4213
1741744800000,1741748399999,HYPE,1h,14.032,14.001,14.179,13.957,257807.34,5045
1741748400000,1741751999999,HYPE,1h,14.0,13.598,14.037,13.577,210079.42,3942
1741752000000,1741755599999,HYPE,1h,13.599,13.602,13.666,13.498,307552.02,5263
1741755600000,1741759199999,HYPE,1h,13.6,13.623,13.686,13.43,232803.13,4018
1741759200000,1741762799999,HYPE,1h,13.619,13.444,13.666,13.428,244392.27,4574
1741762800000,1741766399999,HYPE,1h,13.437,13.848,13.854,13.427,294032.51,5462
1741766400000,1741769999999,HYPE,1h,13.85,14.021,14.078,13.725,277716.57,5521
1741770000000,1741773599999,HYPE,1h,14.021,13.106,14.086,12.412,5162701.77,55679
1741773600000,1741777199999,HYPE,1h,13.107,13.601,13.626,12.855,2308696.25,32456
1741777200000,1741780799999,HYPE,1h,13.602,13.826,14.052,13.503,929976.68,14992
1741780800000,1741784399999,HYPE,1h,13.825,13.903,14.244,13.725,1038230.65,14704
1741784400000,1741787999999,HYPE,1h,13.904,13.404,14.047,13.3,824976.69,12471
1741788000000,1741791599999,HYPE,1h,13.407,13.08,13.419,12.931,1063827.87,16458
1741791600000,1741795199999,HYPE,1h,13.084,12.971,13.099,12.533,1852949.8,22765
1741795200000,1741798799999,HYPE,1h,12.972,13.262,13.478,12.9,1144713.84,15358
1741798800000,1741802399999,HYPE,1h,13.258,13.068,13.419,13.064,614429.54,7975
1741802400000,1741805999999,HYPE,1h,13.064,13.108,13.305,12.945,412710.56,7442
1741806000000,1741809599999,HYPE,1h,13.108,12.89,13.231,12.75,964930.96,12910
1741809600000,1741813199999,HYPE,1h,12.89,13.001,13.048,12.749,469537.31,7345
1741813200000,1741816799999,HYPE,1h,13.001,12.854,13.089,12.79,317936.37,6084
1741816800000,1741820399999,HYPE,1h,12.854,13.211,13.243,12.82,241054.14,4845
1741820400000,1741823999999,HYPE,1h,13.211,13.178,13.365,13.06,323642.18,6138
1741824000000,1741827599999,HYPE,1h,13.178,13.101,13.41,13.101,308913.87,5425
1741827600000,1741831199999,HYPE,1h,13.112,13.172,13.291,12.902,405484.37,7447
1741831200000,1741834799999,HYPE,1h,13.172,13.356,13.7,13.002,592843.21,9673
1741834800000,1741838399999,HYPE,1h,13.358,13.258,13.492,13.25,149019.97,3533
1741838400000,1741841999999,HYPE,1h,13.262,12.658,13.319,12.6,856519.13,10826
1741842000000,1741845599999,HYPE,1h,12.662,12.837,13.382,12.607,1301897.29,16493
1741845600000,1741849199999,HYPE,1h,12.835,12.891,12.905,12.61,376164.73,6839
1741849200000,1741852799999,HYPE,1h,12.892,12.518,12.905,12.364,985277.65,11986
1741852800000,1741856399999,HYPE,1h,12.527,12.485,12.751,12.181,1067262.86,11251
1741856400000,1741859999999,HYPE,1h,12.486,12.804,12.846,12.362,434493.94,6639
1741860000000,1741863599999,HYPE,1h,12.8,12.555,12.8,12.409,339001.19,7558
1741863600000,1741867199999,HYPE,1h,12.562,12.513,12.627,12.293,405438.34,7763
1741867200000,1741870799999,HYPE,1h,12.514,12.304,12.556,12.185,707304.35,12279
1741870800000,1741874399999,HYPE,1h,12.308,12.203,12.558,12.118,864698.0,12152
1741874400000,1741877999999,HYPE,1h,12.203,12.623,12.65,12.11,1298515.29,16494
1741878000000,1741881599999,HYPE,1h,12.624,12.343,12.633,12.262,621934.88,9797
1741881600000,1741885199999,HYPE,1h,12.343,12.48,12.527,12.218,542663.07,7533
1741885200000,1741888799999,HYPE,1h,12.481,12.495,12.59,12.276,458885.71,7358
1741888800000,1741892399999,HYPE,1h,12.489,12.9,13.004,12.441,1017644.09,11872
1741892400000,1741895999999,HYPE,1h,12.899,12.285,12.97,12.15,996790.62,13801
1741896000000,1741899599999,HYPE,1h,12.293,12.345,12.477,12.2,263117.89,6287
1741899600000,1741903199999,HYPE,1h,12.343,12.499,12.532,12.096,585060.11,8467
1741903200000,1741906799999,HYPE,1h,12.501,12.624,12.644,12.274,354883.81,6461
1741906800000,1741910399999,HYPE,1h,12.624,12.33,12.672,12.307,297358.64,4753
1741910400000,1741913999999,HYPE,1h,12.335,12.468,12.539,12.293,206634.53,4443
1741914000000,1741917599999,HYPE,1h,12.469,12.707,12.79,12.34,309193.56,6153
1741917600000,1741921199999,HYPE,1h,12.705,12.875,12.875,12.68,320017.6,3986
1741921200000,1741924799999,HYPE,1h,12.875,12.78,12.897,12.653,239281.28,4613
1741924800000,1741928399999,HYPE,1h,12.782,13.148,13.148,12.768,452260.66,6830
1741928400000,1741931999999,HYPE,1h,13.142,13.188,13.288,12.981,457808.64,8127
1741932000000,1741935599999,HYPE,1h,13.184,13.07,13.219,12.994,219999.54,4736
1741935600000,1741939199999,HYPE,1h,13.07,13.7,13.7,13.019,680218.3,8732
1741939200000,1741942799999,HYPE,1h,13.697,13.593,14.05,13.371,1178903.15,15174
1741942800000,1741946399999,HYPE,1h,13.596,13.785,13.871,13.587,509421.52,8017
1741946400000,1741949999999,HYPE,1h,13.785,13.804,13.833,13.557,386791.65,6407
1741950000000,1741953599999,HYPE,1h,13.804,14.068,14.09,13.803,351937.55,5699
1741953600000,1741957199999,HYPE,1h,14.062,13.808,14.062,13.63,672556.2,8920
1741957200000,1741960799999,HYPE,1h,13.81,13.769,13.986,13.618,510729.12,8275
1741960800000,1741964399999,HYPE,1h,13.763,13.95,13.967,13.624,508375.95,8267
1741964400000,1741967999999,HYPE,1h,13.95,14.285,14.365,13.889,1036201.78,15257
1741968000000,1741971599999,HYPE,1h,14.278,14.333,14.524,14.177,740464.11,10562
1741971600000,1741975199999,HYPE,1h,14.333,14.201,14.509,14.084,372085.15,6373
1741975200000,1741978799999,HYPE,1h,14.206,14.439,14.474,14.183,242983.96,3868
1741978800000,1741982399999,HYPE,1h,14.443,14.444,14.519,14.328,256099.62,4162
1741982400000,1741985999999,HYPE,1h,14.446,14.162,14.446,14.008,436115.9,6031
1741986000000,1741989599999,HYPE,1h,14.162,13.778,14.174,13.751,566010.4,7984
1741989600000,1741993199999,HYPE,1h,13.788,13.914,13.973,13.762,182832.67,2771
1741993200000,1741996799999,HYPE,1h,13.912,13.798,13.92,13.75,107713.9,2433
1741996800000,1742000399999,HYPE,1h,13.79,13.947,13.949,13.761,148481.76,2661
1742000400000,1742003999999,HYPE,1h,13.946,13.844,13.95,13.821,81828.9,2419
1742004000000,1742007599999,HYPE,1h,13.843,14.127,14.16,13.789,246283.59,4051
1742007600000,1742011199999,HYPE,1h,14.127,14.295,14.297,14.126,82022.16,2949
1742011200000,1742014799999,HYPE,1h,14.295,14.504,14.509,14.057,326102.59,5139
1742014800000,1742018399999,HYPE,1h,14.502,14.508,14.597,14.375,232580.19,5081
1742018400000,1742021999999,HYPE,1h,14.506,14.692,14.735,14.486,323643.12,5801
1742022000000,1742025599999,HYPE,1h,14.69,14.379,14.696,14.3,245690.03,5076
1742025600000,1742029199999,HYPE,1h,14.379,14.477,14.48,14.21,129323.22,3436
1742029200000,1742032799999,HYPE,1h,14.48,14.406,14.524,14.374,104493.43,2703
1742032800000,1742036399999,HYPE,1h,14.406,14.31,14.558,14.308,207775.21,3767
1742036400000,1742039999999,HYPE,1h,14.309,14.26,14.315,14.201,80372.6,2365
1742040000000,1742043599999,HYPE,1h,14.262,14.377,14.442,14.25,206650.49,4349
1742043600000,1742047199999,HYPE,1h,14.38,14.679,14.77,14.38,394646.86,6072
1742047200000,1742050799999,HYPE,1h,14.675,14.599,14.679,14.452,174151.9,4378
1742050800000,1742054399999,HYPE,1h,14.597,14.54,14.667,14.478,107141.05,2919
1742054400000,1742057999999,HYPE,1h,14.543,14.555,14.7,14.521,174783.66,3722
1742058000000,1742061599999,HYPE,1h,14.557,14.7,14.7,14.524,132106.27,2892
1742061600000,1742065199999,HYPE,1h,14.7,14.235,14.816,14.222,570914.24,8831
1742065200000,1742068799999,HYPE,1h,14.233,14.425,14.425,14.222,144297.97,3498
1742068800000,1742072399999,HYPE,1h,14.426,14.418,14.443,14.304,70679.98,2538
1742072400000,1742075999999,HYPE,1h,14.419,14.494,14.568,14.375,96436.88,2700
1742076000000,1742079599999,HYPE,1h,14.494,14.562,14.6,14.483,49281.48,2074
1742079600000,1742083199999,HYPE,1h,14.572,14.383,14.59,14.32,137024.48,2812
1742083200000,1742086799999,HYPE,1h,14.39,14.089,14.418,14.055,194904.92,4005
1742086800000,1742090399999,HYPE,1h,14.091,13.986,14.141,13.939,160185.25,3254
1742090400000,1742093999999,HYPE,1h,13.98,13.904,14.103,13.893,138562.82,3167
1742094000000,1742097599999,HYPE,1h,13.897,14.114,14.135,13.877,98952.95,2418
1742097600000,1742101199999,HYPE,1h,14.112,13.901,14.116,13.884,141985.45,2438
1742101200000,1742104799999,HYPE,1h,13.903,13.784,13.953,13.777,224291.36,3760
